% index X for GameFlag[X] = engine name = semantic name
%
% GameFlag[000-7FF] % 800DBC70 - 800DBD6F

5E2 = Flag_PRA_10 = GF_PRA15_Item_StarPiece
5E3 = Flag_PRA_11 = unused
5E4 = Flag_PRA_12 = unused
5E5 = Flag_PRA_13 = GF_PRA21_ItemBlock_MapleSyrup
5E6 = Flag_PRA_14 = GF_PRA21_HiddenPanel
5E7 = Flag_PRA_15 = GF_PRA22_HiddenItem_JamminJelly
5E8 = Flag_PRA_16 = GF_PRA22_HiddenPanel
5E9 = Flag_PRA_17 = GF_PRA27_Chest_PalaceKey
5EA = Flag_PRA_18 = GF_PRA28_Chest_PUpDDown
5EB = Flag_PRA_19 = GF_PRA33_Unused % set false on map load, not referenced afterward
5EC = Flag_PRA_1A = GF_PRA33_BombedWall
5ED = Flag_PRA_1B = GF_PRA35_Chest_TripleDip
5EE = Flag_PRA_1C = unused
5EF = Flag_PRA_1D = unused
5F0 = Flag_PRA_1E = GF_PRA34_UnlockedDoor
5F1 = Flag_PRA_1F = unused
5F2 = Flag_PRA_20 = unused
5F3 = Flag_PRA_21 = unused
5F4 = Flag_PRA_22 = unused
5F5 = Flag_PRA_23 = unused
5F6 = Flag_PRA_24 = unused
5F7 = Flag_PRA_25 = unused
5F8 = Flag_PRA_26 = unused
5F9 = Flag_PRA_27 = unused
5FA = Flag_PRA_28 = unused
5FB = Flag_PRA_29 = unused
5FC = Flag_PRA_2A = unused
5FD = Flag_PRA_2B = unused
5FE = Flag_PRA_2C = unused
5FF = Flag_PRA_2D = unused
600 = Flag_PRA_2E = unused
601 = Flag_PRA_2F = unused
602 = Flag_PRA_30 = unused
603 = Flag_PRA_31 = unused
604 = Flag_PRA_32 = unused
605 = Flag_PRA_33 = unused
606 = Flag_PRA_34 = unused
607 = Flag_PRA_35 = unused
608 = Flag_PRA_36 = unused
609 = Flag_KPA_00 = GF_KPA01_ItemBlock_POWBlock
60A = Flag_KPA_01 = GF_KPA03_ItemBlock_ShootingStar
60B = Flag_KPA_02 = GF_KPA10_ItemBlock_LifeShroom
60C = Flag_KPA_03 = GF_KPA11_Defeated_Guard
60D = Flag_KPA_04 = GF_KPA11_Item_CastleKey2
60E = Flag_KPA_05 = GF_KPA13_BlueSwitchA
60F = Flag_KPA_06 = GF_KPA13_BlueSwitchB
610 = Flag_KPA_07 = GF_KPA14_UnlockedDoor
611 = Flag_KPA_08 = GF_KPA14_Item_Mystery
612 = Flag_KPA_09 = GF_KPA14_Item_ThunderRage
613 = Flag_KPA_0A = GF_KPA15_Chest_CastleKey2
614 = Flag_KPA_0B = GF_KPA16_ShutOffLava
615 = Flag_KPA_0C = GF_KPA16_Defeated_SwitchGuards
616 = Flag_KPA_0D = GF_KPA17_BombedWall
617 = Flag_KPA_0E = GF_KPA17_Crate_TastyTonic
618 = Flag_KPA_0F = GF_KPA17_Crate_LifeShroom
619 = Flag_KPA_10 = GF_KPA52_UnlockedDoor
61A = Flag_KPA_11 = GF_KPA53_Met_PeachImposter
61B = Flag_KPA_12 = GF_KPA53_Defeated_PeachImposter
61C = Flag_KPA_13 = GF_KPA62_UnlockedFrontDoor
61D = Flag_KPA_14 = GF_KPA62_BadgeBlock_DeepFocus3
61E = Flag_KPA_15 = unused
61F = Flag_KPA_16 = GF_KPA61_ItemBlock_SuperShroomA
620 = Flag_KPA_17 = GF_KPA61_ItemBlock_MapleSyrup
621 = Flag_KPA_18 = GF_KPA61_ItemBlock_SuperShroomB
622 = Flag_KPA_19 = GF_KPA61_Item_JamminJelly
623 = Flag_KPA_1A = GF_KPA82_PassedThroughDoor % not really used, GB_KPA82_BowserDoorState does the real work
624 = Flag_KPA_1B = GF_KPA82_SpokeToDoor
625 = Flag_KPA_1C = GF_KPA91_UnlockedDoor
626 = Flag_KPA_1D = GF_KPA91_Defeated_Guard
627 = Flag_KPA_1E = GF_KPA91_Item_PrisonKey1
628 = Flag_KPA_1F = GF_KPA95_UnlockedDoor
629 = Flag_KPA_20 = GF_KPA95_Defeated_Guard
62A = Flag_KPA_21 = GF_KPA95_Item_PrisonKey1
62B = Flag_KPA_22 = GF_KPA100_Item_CastleKey2
62C = Flag_KPA_23 = GF_KPA101_Item_UltraShroom
62D = Flag_KPA_24 = GF_KPA111_ItemBlock_SuperShroom
62E = Flag_KPA_25 = GF_KPA111_HiddenItem_MapleSyrup
62F = Flag_KPA_26 = GF_KPA113_UnlockedDoor
630 = Flag_KPA_27 = GF_KPA119_Item_CastleKey2
631 = Flag_KPA_28 = GF_KPA133_Item_BombedWall
632 = Flag_KPA_29 = GF_KPA133_Item_CastleKey2
633 = Flag_KPA_2A = GF_KPA133_BlueSwitch
634 = Flag_KPA_2B = unused
635 = Flag_KPA_2C = GF_KPA134_UnlockedDoor
636 = Flag_KPA_2D = GF_KPA134_BlueSwitch
637 = Flag_KPA_2E = GF_KPA134_HiddenItem_MapleSyrup
638 = Flag_KPA_2F = unused
639 = Flag_KPA_30 = unused
63A = Flag_KPA_31 = unused
63B = Flag_KPA_32 = unused
63C = Flag_KPA_33 = unused
63D = Flag_KPA_34 = unused
63E = Flag_KPA_35 = unused
63F = Flag_KPA_36 = unused
640 = Flag_KPA_37 = unused
641 = Flag_KPA_38 = unused
642 = Flag_KPA_39 = unused
643 = Flag_KPA_3A = unused
644 = Flag_KPA_3B = unused
645 = Flag_KPA_3C = unused
646 = Flag_KPA_3D = unused
647 = Flag_KPA_3E = unused
648 = Flag_KPA_3F = unused
649 = Flag_KPA_40 = unused
64A = Flag_KPA_41 = unused
64B = Flag_KPA_42 = unused
64C = Flag_KPA_43 = unused
64D = Flag_KPA_44 = unused
64E = Flag_KPA_45 = unused
64F = Flag_KPA_46 = unused
650 = Flag_KPA_47 = unused
651 = Flag_KPA_48 = unused
652 = Flag_KPA_49 = unused
653 = Flag_KPA_4A = unused
654 = Flag_KPA_4B = unused
655 = Flag_KPA_4C = unused
656 = Flag_END_00 = unused
657 = Flag_END_01 = unused
658 = Flag_END_02 = unused
659 = Flag_END_03 = unused
65A = Flag_END_04 = unused
65B = Flag_END_05 = unused
65C = Flag_END_06 = unused
65D = Flag_END_07 = unused
65E = Flag_END_08 = unused
65F = Flag_END_09 = unused
660 = Flag_END_0A = unused
661 = Flag_END_0B = unused
662 = Flag_END_0C = unused
663 = Flag_END_0D = unused
664 = Flag_END_0E = unused
665 = Flag_END_0F = unused
666 = Flag_END_10 = unused
667 = Flag_END_11 = unused
668 = Flag_END_12 = unused
669 = Flag_END_13 = unused
66A = Flag_END_14 = unused
66B = Flag_OSR_00 = GF_OSR02_HiddenItem_UltraShroom
66C = Flag_OSR_01 = unused
66D = Flag_OSR_02 = unused
66E = Flag_OSR_03 = unused
66F = Flag_OSR_04 = unused
670 = Flag_OSR_05 = unused
671 = Flag_OSR_06 = unused
672 = Flag_OSR_07 = unused
673 = Flag_OSR_08 = unused
674 = Flag_OSR_09 = unused
675 = Flag_OSR_0A = unused
676 = Flag_OSR_0B = unused
677 = Flag_OSR_0C = unused
678 = Flag_OSR_0D = unused
679 = Flag_OSR_0E = unused
67A = Flag_OSR_0F = unused
67B = Flag_OSR_10 = unused
67C = Flag_OSR_11 = unused
67D = Flag_OSR_12 = unused
67E = Flag_OSR_13 = unused
67F = Flag_OSR_14 = unused
680 = Flag_BAT_00 = GF_MAC01_RowfBadge_00
681 = Flag_BAT_01 = GF_MAC01_RowfBadge_01
682 = Flag_BAT_02 = GF_MAC01_RowfBadge_02
683 = Flag_BAT_03 = GF_MAC01_RowfBadge_03
684 = Flag_BAT_04 = GF_MAC01_RowfBadge_04
685 = Flag_BAT_05 = GF_MAC01_RowfBadge_05
686 = Flag_BAT_06 = GF_MAC01_RowfBadge_06
687 = Flag_BAT_07 = GF_MAC01_RowfBadge_07
688 = Flag_BAT_08 = GF_MAC01_RowfBadge_08
689 = Flag_BAT_09 = GF_MAC01_RowfBadge_09
68A = Flag_BAT_0A = GF_MAC01_RowfBadge_0A
68B = Flag_BAT_0B = GF_MAC01_RowfBadge_0B
68C = Flag_BAT_0C = GF_MAC01_RowfBadge_0C
68D = Flag_BAT_0D = GF_MAC01_RowfBadge_0D
68E = Flag_BAT_0E = GF_MAC01_RowfBadge_0E
68F = Flag_BAT_0F = GF_MAC01_RowfBadge_0F
690 = Flag_BAT_10 = unused
691 = Flag_BAT_11 = unused
692 = Flag_BAT_12 = unused
693 = Flag_BAT_13 = unused
694 = Flag_BAT_14 = GF_ISK02_Item_SpikeShield
695 = Flag_BAT_15 = unused
696 = Flag_BAT_16 = unused
697 = Flag_BAT_17 = unused
698 = Flag_BAT_18 = unused
699 = Flag_BAT_19 = unused
69A = Flag_BAT_1A = unused
69B = Flag_BAT_1B = unused
69C = Flag_BAT_1C = unused
69D = Flag_BAT_1D = unused
69E = Flag_BAT_1E = unused
69F = Flag_BAT_1F = unused
6A0 = Flag_BAT_20 = unused
6A1 = Flag_BAT_21 = unused
6A2 = Flag_BAT_22 = unused
6A3 = Flag_BAT_23 = unused
6A4 = Flag_BAT_24 = unused
6A5 = Flag_BAT_25 = unused
6A6 = Flag_BAT_26 = unused
6A7 = Flag_BAT_27 = unused
6A8 = Flag_NPC_00 = GF_KootFavor_LeftKoopaVillage % set when leaving toward nok_13 or nok_03, but not the warp pipe
6A9 = Flag_NPC_01 = GF_KootFavor_LeftKoopaArea % only set when leaving nok_11 toward mac_01, unlocks the ability to give up on the current favor
6AA = Flag_NPC_02 = GF_MAC02_KootFavor_CurrentComplete
6AB = Flag_NPC_03 = GF_NOK02_KootFavor00_Unlocked
6AC = Flag_NPC_04 = GF_NOK02_KootFavor00_GaveUp
6AD = Flag_NPC_05 = GF_NOK02_KootFavor00_Complete
6AE = Flag_NPC_06 = GF_NOK02_KootFavor01_Unlocked
6AF = Flag_NPC_07 = GF_NOK02_KootFavor01_GaveUp
6B0 = Flag_NPC_08 = GF_NOK02_KootFavor01_Complete
6B1 = Flag_NPC_09 = GF_NOK02_KootFavor02_Unlocked
6B2 = Flag_NPC_0A = GF_NOK02_KootFavor02_GaveUp
6B3 = Flag_NPC_0B = GF_NOK02_KootFavor02_Complete
6B4 = Flag_NPC_0C = GF_NOK02_KootFavor03_Unlocked
6B5 = Flag_NPC_0D = GF_NOK02_KootFavor03_GaveUp
6B6 = Flag_NPC_0E = GF_NOK02_KootFavor03_Complete
6B7 = Flag_NPC_0F = GF_NOK02_KootFavor04_Unlocked
6B8 = Flag_NPC_10 = GF_NOK02_KootFavor04_GaveUp
6B9 = Flag_NPC_11 = GF_NOK02_KootFavor04_Complete
6BA = Flag_NPC_12 = GF_NOK02_KootFavor05_Unlocked
6BB = Flag_NPC_13 = GF_NOK02_KootFavor05_GaveUp
6BC = Flag_NPC_14 = GF_NOK02_KootFavor05_Complete
6BD = Flag_NPC_15 = GF_NOK02_KootFavor06_Unlocked
6BE = Flag_NPC_16 = GF_NOK02_KootFavor06_GaveUp
6BF = Flag_NPC_17 = GF_NOK02_KootFavor06_Complete
6C0 = Flag_NPC_18 = GF_NOK02_KootFavor07_Unlocked
6C1 = Flag_NPC_19 = GF_NOK02_KootFavor07_GaveUp
6C2 = Flag_NPC_1A = GF_NOK02_KootFavor07_Complete
6C3 = Flag_NPC_1B = GF_NOK02_KootFavor08_Unlocked
6C4 = Flag_NPC_1C = GF_NOK02_KootFavor08_GaveUp
6C5 = Flag_NPC_1D = GF_NOK02_KootFavor08_Complete
6C6 = Flag_NPC_1E = GF_NOK02_KootFavor09_Unlocked
6C7 = Flag_NPC_1F = GF_NOK02_KootFavor09_GaveUp
6C8 = Flag_NPC_20 = GF_NOK02_KootFavor09_Complete
6C9 = Flag_NPC_21 = GF_NOK02_KootFavor0A_Unlocked
6CA = Flag_NPC_22 = GF_NOK02_KootFavor0A_GaveUp
6CB = Flag_NPC_23 = GF_NOK02_KootFavor0A_Complete
6CC = Flag_NPC_24 = GF_NOK02_KootFavor0B_Unlocked
6CD = Flag_NPC_25 = GF_NOK02_KootFavor0B_GaveUp
6CE = Flag_NPC_26 = GF_NOK02_KootFavor0B_Complete
6CF = Flag_NPC_27 = GF_NOK02_KootFavor0C_Unlocked
6D0 = Flag_NPC_28 = GF_NOK02_KootFavor0C_GaveUp
6D1 = Flag_NPC_29 = GF_NOK02_KootFavor0C_Complete
6D2 = Flag_NPC_2A = GF_NOK02_KootFavor0D_Unlocked
6D3 = Flag_NPC_2B = GF_NOK02_KootFavor0D_GaveUp
6D4 = Flag_NPC_2C = GF_NOK02_KootFavor0D_Complete
6D5 = Flag_NPC_2D = GF_NOK02_KootFavor0E_Unlocked
6D6 = Flag_NPC_2E = GF_NOK02_KootFavor0E_GaveUp
6D7 = Flag_NPC_2F = GF_NOK02_KootFavor0E_Complete
6D8 = Flag_NPC_30 = GF_NOK02_KootFavor0F_Unlocked
6D9 = Flag_NPC_31 = GF_NOK02_KootFavor0F_GaveUp
6DA = Flag_NPC_32 = GF_NOK02_KootFavor0F_Complete
6DB = Flag_NPC_33 = GF_NOK02_KootFavor10_Unlocked
6DC = Flag_NPC_34 = GF_NOK02_KootFavor10_GaveUp
6DD = Flag_NPC_35 = GF_NOK02_KootFavor10_Complete
6DE = Flag_NPC_36 = GF_NOK02_KootFavor11_Unlocked
6DF = Flag_NPC_37 = GF_NOK02_KootFavor11_GaveUp
6E0 = Flag_NPC_38 = GF_NOK02_KootFavor11_Complete
6E1 = Flag_NPC_39 = GF_NOK02_KootFavor12_Unlocked
6E2 = Flag_NPC_3A = GF_NOK02_KootFavor12_GaveUp
6E3 = Flag_NPC_3B = GF_NOK02_KootFavor12_Complete
6E4 = Flag_NPC_3C = GF_NOK02_KootFavor13_Unlocked
6E5 = Flag_NPC_3D = GF_NOK02_KootFavor13_GaveUp
6E6 = Flag_NPC_3E = GF_NOK02_KootFavor13_Complete
6E7 = Flag_NPC_3F = GF_Met_ChuckQuizmo
6E8 = Flag_NPC_40 = GF_Quizmo_HasLocation
6E9 = Flag_NPC_41 = GF_Quizmo_ChangedLocation
6EA = Flag_NPC_42 = GF_HOS06_Met_Merlow
6EB = Flag_NPC_43 = GF_HOS06_MerlowBadge_00
6EC = Flag_NPC_44 = GF_HOS06_MerlowBadge_01
6ED = Flag_NPC_45 = GF_HOS06_MerlowBadge_02
6EE = Flag_NPC_46 = GF_HOS06_MerlowBadge_03
6EF = Flag_NPC_47 = GF_HOS06_MerlowBadge_04
6F0 = Flag_NPC_48 = GF_HOS06_MerlowBadge_05
6F1 = Flag_NPC_49 = GF_HOS06_MerlowBadge_06
6F2 = Flag_NPC_4A = GF_HOS06_MerlowBadge_07
6F3 = Flag_NPC_4B = GF_HOS06_MerlowBadge_08
6F4 = Flag_NPC_4C = GF_HOS06_MerlowBadge_09
6F5 = Flag_NPC_4D = GF_HOS06_MerlowBadge_0A
6F6 = Flag_NPC_4E = GF_HOS06_MerlowBadge_0B
6F7 = Flag_NPC_4F = GF_HOS06_MerlowBadge_0C
6F8 = Flag_NPC_50 = GF_HOS06_MerlowBadge_0D
6F9 = Flag_NPC_51 = GF_HOS06_MerlowBadge_0E
6FA = Flag_NPC_52 = unused % presumably for Merlow's 16th badge
6FB = Flag_NPC_53 = GF_TradingEvent1_Active
6FC = Flag_NPC_54 = GF_TradingEvent2_Active
6FD = Flag_NPC_55 = GF_TradingEvent3_Active
6FE = Flag_NPC_56 = GF_NOK02_KootFavor14_Unlocked
6FF = Flag_NPC_57 = unused % would be GF_NOK02_KootFavor14_GaveUp, but you cant really give up this one
700 = Flag_NPC_58 = unused % would be GF_NOK02_KootFavor14_Complete, but you cant really complete this one
701 = Flag_NPC_59 = GF_Quizmo_TakingQuiz
702 = Flag_NPC_5A = unused
703 = Flag_NPC_5B = unused
704 = Flag_NPC_5C = unused
705 = Flag_NPC_5D = unused
706 = Flag_NPC_5E = unused
707 = Flag_NPC_5F = unused
708 = Flag_NPC_60 = unused
709 = Flag_NPC_61 = unused
70A = Flag_NPC_62 = unused
70B = Flag_NPC_63 = unused
70C = Flag_NPC_64 = unused
70D = Flag_NPC_65 = unused
70E = Flag_NPC_66 = unused
70F = Flag_NPC_67 = unused
710 = Flag_NPC_68 = unused
711 = Flag_NPC_69 = unused
712 = Flag_NPC_6A = unused
713 = Flag_NPC_6B = unused
714 = Flag_NPC_6C = unused
715 = Flag_BTL_00 = GF_SpawnedItemDrop_00 % comes from the third u16 in the selected item entry for enemy's drop table
716 = Flag_BTL_01 = unused % presumably for GF_SpawnedItemDrop_01
717 = Flag_BTL_02 = unused % presumably for GF_SpawnedItemDrop_02
718 = Flag_BTL_03 = unused % presumably for GF_SpawnedItemDrop_03
719 = Flag_BTL_04 = GF_Tutorial_SwapTurnOrder
71A = Flag_BTL_05 = GF_Tutorial_SpikyEnemy
71B = Flag_BTL_06 = GF_Tutorial_FlyingEnemy
71C = Flag_BTL_07 = unused
71D = Flag_BTL_08 = unused
71E = Flag_BTL_09 = unused
71F = Flag_BTL_0A = unused
720 = Flag_BTL_0B = unused
721 = Flag_BTL_0C = unused
722 = Flag_BTL_0D = unused
723 = Flag_BTL_0E = unused
724 = Flag_BTL_0F = unused
725 = Flag_BTL_10 = unused
726 = Flag_BTL_11 = unused
727 = Flag_BTL_12 = unused
728 = Flag_BTL_13 = unused
729 = Flag_BTL_14 = unused
72A = Flag_BTL_15 = unused
72B = Flag_BTL_16 = unused
72C = Flag_BTL_17 = unused
72D = Flag_BTL_18 = unused
72E = Flag_FBTL_00
72F = Flag_FBTL_01
730 = Flag_FBTL_02
731 = Flag_FBTL_03
732 = Flag_FBTL_04
733 = Flag_FBTL_05
734 = Flag_FBTL_06
735 = Flag_FBTL_07
736 = Flag_FBTL_08
737 = Flag_FBTL_09
738 = Flag_FBTL_0A
739 = Flag_FBTL_0B
73A = Flag_FBTL_0C
73B = Flag_FBTL_0D
73C = Flag_FBTL_0E
73D = Flag_FBTL_0F
73E = Flag_FBTL_10
73F = Flag_FBTL_11
740 = Flag_FBTL_12
741 = Flag_FBTL_13
742 = Flag_FBTL_14
743 = Flag_FBTL_15
744 = Flag_FBTL_16
745 = Flag_FBTL_17
746 = Flag_FBTL_18
747 = Flag_FBTL_19
748 = Flag_FBTL_1A
749 = Flag_FBTL_1B
74A = Flag_FBTL_1C
74B = Flag_FBTL_1D
74C = Flag_FBTL_1E
74D = Flag_FBTL_1F
74E = Flag_FBTL_20
74F = Flag_FBTL_21
750 = Flag_FBTL_22
751 = Flag_FBTL_23
752 = Flag_FBTL_24
753 = Flag_FBTL_25
754 = Flag_FBTL_26
755 = Flag_FBTL_27
756 = Flag_FBTL_28
757 = Flag_FBTL_29
758 = Flag_FBTL_2A
759 = Flag_FBTL_2B
75A = Flag_FBTL_2C
75B = Flag_FBTL_2D
75C = Flag_FBTL_2E
75D = Flag_FBTL_2F
75E = Flag_FBTL_30
75F = Flag_FBTL_31
760 = Flag_FBTL_32
761 = Flag_FBTL_33
762 = Flag_FBTL_34
763 = Flag_FBTL_35
764 = Flag_FBTL_36
765 = Flag_FBTL_37
766 = Flag_FBTL_38
767 = Flag_FBTL_39
768 = Flag_FBTL_3A
769 = Flag_FBTL_3B
76A = Flag_FBTL_3C
76B = Flag_FBTL_3D
76C = Flag_FBTL_3E
76D = Flag_FBTL_3F
76E = Flag_FBTL_40
76F = Flag_FBTL_41
770 = Flag_FBTL_42
771 = Flag_FBTL_43
772 = Flag_FBTL_44
773 = Flag_FBTL_45
774 = Flag_FBTL_46
775 = Flag_FBTL_47
776 = Flag_FBTL_48
777 = Flag_FBTL_49
778 = Flag_FBTL_4A
779 = Flag_FBTL_4B = unused
77A = Flag_FBTL_4C = unused
77B = Flag_FBTL_4D = unused
77C = Flag_FBTL_4E = unused
77D = Flag_FBTL_4F = unused
77E = Flag_FBTL_50 = unused
77F = Flag_FBTL_51 = unused
780 = Flag_FBTL_52 = unused
781 = Flag_FBTL_53 = unused
782 = Flag_FBTL_54 = unused
783 = Flag_FBTL_55 = unused
784 = Flag_FBTL_56 = unused
785 = Flag_FBTL_57 = unused
786 = Flag_FBTL_58 = unused
787 = Flag_FBTL_59 = unused
788 = Flag_FBTL_5A = unused
789 = Flag_FBTL_5B = unused
78A = Flag_FBTL_5C = unused
78B = Flag_FBTL_5D = unused
78C = Flag_FBTL_5E = unused
78D = Flag_DOKAN_00 = GF_TIK01_WarpPipes % to Goomba Village, Koopa Village, Dry Dry Outpost
78E = Flag_DOKAN_01 = GF_TIK08_WarpPipe % to Yoshi Village
78F = Flag_DOKAN_02 = GF_TIK09_WarpPipe % to Boo's Mansion
790 = Flag_DOKAN_03 = unused
791 = Flag_DOKAN_04 = GF_KMR02_WarpPipe % from Goomba Village
792 = Flag_DOKAN_05 = GF_NOK02_WarpPipe % from Koopa Village
793 = Flag_DOKAN_06 = GF_DRO01_WarpPipe % from Dry Dry Outpost
794 = Flag_DOKAN_07 = GF_MIM11_WarpPipe % from Boo's Mansion
795 = Flag_DOKAN_08 = GF_JAN03_WarpPipe % from Yoshi Village
796 = Flag_DOKAN_09 = unused
797 = Flag_DOKAN_0A = unused
798 = Flag_DOKAN_0B = unused
799 = Flag_DOKAN_0C = unused
79A = Flag_DOKAN_0D = unused
79B = Flag_DOKAN_0E = unused
79C = Flag_DOKAN_0F = unused
79D = Flag_DOKAN_10 = unused
79E = Flag_DOKAN_11 = unused
79F = Flag_DOKAN_12 = unused
7A0 = Flag_DOKAN_13 = unused
7A1 = Flag_DOKAN_14 = unused
7A2 = Flag_DOKAN_15 = unused
7A3 = Flag_DOKAN_16 = unused
7A4 = Flag_DOKAN_17 = unused
7A5 = Flag_DOKAN_18 = unused
7A6 = Flag_DOKAN_19 = unused
7A7 = Flag_DOKAN_1A = unused
7A8 = Flag_DOKAN_1B = unused
7A9 = Flag_DOKAN_1C = unused
7AA = Flag_MAP_00 = GF_Map_ToadTown
7AB = Flag_MAP_01 = GF_Map_PeachCastleGrounds
7AC = Flag_MAP_02 = GF_Map_ShootingStarSummit
7AD = Flag_MAP_03 = GF_Map_ToadTownTunnels
7AE = Flag_MAP_04 = GF_Map_GoombaVillage
7AF = Flag_MAP_05 = GF_Map_GoombaRoad
7B0 = Flag_MAP_06 = GF_Map_PleasantPath
7B1 = Flag_MAP_07 = GF_Map_KoopaVillage
7B2 = Flag_MAP_08 = GF_Map_KoopaBrosFortress
7B3 = Flag_MAP_09 = GF_Map_MtRugged
7B4 = Flag_MAP_0A = GF_Map_DryDryDesert
7B5 = Flag_MAP_0B = GF_Map_DryDryOutpost
7B6 = Flag_MAP_0C = GF_Map_DryDryRuins
7B7 = Flag_MAP_0D = GF_Map_ForeverForest
7B8 = Flag_MAP_0E = GF_Map_BoosMansion
7B9 = Flag_MAP_0F = GF_Map_GustyGulch
7BA = Flag_MAP_10 = GF_Map_TubbasManor
7BB = Flag_MAP_11 = GF_Map_WindyMill
7BC = Flag_MAP_12 = GF_Map_ShyGuysToybox
7BD = Flag_MAP_13 = GF_Map_JadeJungle
7BE = Flag_MAP_14 = GF_Map_YoshisVillage
7BF = Flag_MAP_15 = GF_Map_MtLavalava
7C0 = Flag_MAP_16 = GF_Map_FlowerFields
7C1 = Flag_MAP_17 = GF_Map_CloudyClimb
7C2 = Flag_MAP_18 = GF_Map_ShiverCity
7C3 = Flag_MAP_19 = GF_Map_ShiverSnowfield
7C4 = Flag_MAP_1A = GF_Map_StarbornValley
7C5 = Flag_MAP_1B = GF_Map_ShiverMountain
7C6 = Flag_MAP_1C = GF_Map_CrystalPalace
7C7 = Flag_MAP_1D = GF_Map_StarWay
7C8 = Flag_MAP_1E = GF_Map_StarHaven
7C9 = Flag_MAP_1F = GF_Map_BowsersCastle
7CA = Flag_MAP_20 = GF_Map_PeachsCastle
7CB = Flag_MAP_21 = GF_Map_MariosHouse
7CC = Flag_MAP_22 = unused
7CD = Flag_MAP_23 = unused
7CE = Flag_MAP_24 = unused
7CF = Flag_MAP_25 = unused
7D0 = Flag_MAP_26 = unused
7D1 = Flag_MAP_27 = unused
7D2 = Flag_MAP_28 = unused
7D3 = Flag_MAP_29 = unused
7D4 = Flag_MAP_2A = unused
7D5 = Flag_MAP_2B = unused
7D6 = Flag_MAP_2C = unused
7D7 = Flag_MAP_2D = unused
7D8 = Flag_MAP_2E = unused
7D9 = Flag_MAP_2F = unused
7DA = Flag_MAP_30 = unused
7DB = Flag_MAP_31 = unused
7DC = Flag_MAP_32 = unused
7DD = Flag_MAP_33 = unused
7DE = Flag_MAP_34 = unused
7DF = Flag_MAP_35 = unused
7E0 = GameFlag[7E0]
7E1 = GameFlag[7E1]
7E2 = GameFlag[7E2]
7E3 = GameFlag[7E3]
7E4 = GameFlag[7E4]
7E5 = GameFlag[7E5]
7E6 = GameFlag[7E6]
7E7 = GameFlag[7E7]
7E8 = GameFlag[7E8]
7E9 = GameFlag[7E9]
7EA = GameFlag[7EA]
7EB = GameFlag[7EB]
7EC = GameFlag[7EC]
7ED = GameFlag[7ED]
7EE = GameFlag[7EE]
7EF = GameFlag[7EF]
7F0 = GameFlag[7F0]
7F1 = GameFlag[7F1]
7F2 = GameFlag[7F2]
7F3 = GameFlag[7F3]
7F4 = GameFlag[7F4]
7F5 = GameFlag[7F5]
7F6 = GameFlag[7F6]
7F7 = GameFlag[7F7]
7F8 = GameFlag[7F8]
7F9 = GameFlag[7F9]
7FA = GameFlag[7FA]
7FB = GameFlag[7FB]
7FC = GameFlag[7FC]
7FD = GameFlag[7FD]
7FE = GameFlag[7FE]
7FF = GameFlag[7FF]
